iter	Passed	Remaining
390	2373	3697
391	2380	3691
392	2386	3685
393	2392	3679
394	2397	3672
395	2403	3665
396	2409	3659
397	2415	3653
398	2420	3646
399	2426	3639
400	2431	3631
401	2437	3626
402	2443	3619
403	2448	3612
404	2453	3604
405	2459	3598
406	2465	3592
407	2471	3585
408	2476	3578
409	2482	3572
410	2488	3565
411	2493	3558
412	2498	3551
413	2503	3544
414	2509	3537
415	2515	3531
416	2521	3524
417	2526	3518
418	2532	3511
419	2537	3504
420	2543	3498
421	2548	3490
422	2554	3484
423	2560	3478
424	2565	3471
425	2571	3464
426	2576	3458
427	2582	3451
428	2588	3444
429	2594	3438
430	2599	3432
431	2606	3426
432	2611	3420
433	2617	3414
434	2623	3407
435	2628	3399
436	2633	3393
437	2638	3385
438	2644	3378
439	2649	3371
440	2654	3364
441	2660	3358
442	2665	3352
443	2671	3345
444	2676	3338
445	2682	3331
446	2687	3324
447	2693	3318
448	2700	3313
449	2705	3307
450	2711	3300
451	2716	3293
452	2722	3287
453	2728	3280
454	2733	3274
455	2739	3267
456	2744	3261
457	2749	3254
458	2755	3248
459	2761	3241
460	2766	3234
461	2771	3227
462	2776	3220
463	2782	3214
464	2787	3207
465	2793	3201
466	2799	3195
467	2805	3188
468	2810	3181
469	2816	3175
470	2821	3169
471	2826	3162
472	2834	3158
473	2840	3152
474	2846	3145
475	2850	3138
476	2856	3132
477	2861	3125
478	2865	3116
479	2870	3109
480	2873	3100
481	2879	3094
482	2884	3087
483	2889	3080
484	2895	3074
485	2899	3067
486	2905	3060
487	2910	3053
488	2915	3046
489	2921	3040
490	2927	3034
491	2933	3028
492	2939	3022
493	2945	3016
494	2951	3011
495	2958	3005
496	2964	3000
497	2971	2995
498	2977	2989
499	2983	2983
500	2988	2976
501	2992	2968
502	2997	2961
503	3001	2954
504	3006	2947
505	3010	2939
506	3014	2931
507	3018	2923
508	3022	2915
509	3026	2908
510	3031	2901
511	3036	2893
512	3041	2887
513	3047	2881
514	3052	2874
515	3058	2868
516	3064	2862
517	3069	2856
518	3075	2850
519	3080	2843
520	3086	2838
521	3093	2833
522	3099	2826
523	3104	2820
524	3110	2814
525	3117	2808
526	3123	2803
527	3129	2797
528	3134	2790
529	3140	2784
530	3145	2778
531	3150	2771
532	3156	2765
533	3162	2759
534	3168	2753
535	3174	2748
536	3180	2742
537	3186	2736
538	3192	2730
539	3198	2724
540	3204	2718
541	3209	2712
542	3214	2705
543	3220	2699
544	3226	2693
545	3232	2687
546	3237	2681
547	3243	2675
548	3249	2669
549	3255	2663
550	3261	2657
551	3266	2651
552	3272	2645
553	3278	2639
554	3284	2633
555	3289	2626
556	3294	2620
557	3301	2614
558	3306	2608
559	3311	2602
560	3317	2596
561	3323	2589
562	3328	2583
563	3334	2577
564	3340	2571
565	3345	2565
566	3351	2559
567	3357	2553
568	3363	2547
569	3368	2540
570	3373	2534
571	3379	2528
572	3385	2522
573	3391	2516
574	3397	2511
575	3402	2504
576	3408	2498
577	3414	2492
578	3419	2486
579	3425	2480
580	3431	2474
581	3437	2468
582	3443	2462
583	3448	2456
584	3454	2450
585	3460	2444
586	3465	2438
587	3471	2432
588	3477	2426
589	3484	2421
590	3491	2416
591	3496	2409
592	3500	2402
593	3505	2395
594	3510	2389
595	3515	2382
596	3519	2376
597	3524	2369
598	3529	2362
599	3534	2356
600	3539	2349
601	3544	2343
602	3548	2336
603	3553	2329
604	3558	2323
605	3562	2316
606	3568	2310
607	3573	2304
608	3578	2297
609	3584	2291
610	3589	2285
611	3595	2279
612	3600	2273
613	3606	2267
614	3611	2261
615	3618	2255
616	3624	2249
617	3629	2243
618	3635	2237
619	3641	2231
620	3647	2226
621	3653	2220
622	3659	2214
623	3664	2207
624	3670	2202
625	3675	2195
626	3680	2189
627	3686	2183
628	3692	2177
629	3697	2171
630	3702	2165
631	3708	2159
632	3713	2153
633	3718	2146
634	3724	2140
635	3730	2135
636	3736	2129
637	3742	2123
638	3747	2117
639	3754	2111
640	3759	2105
641	3765	2099
642	3770	2093
643	3776	2087
644	3781	2081
645	3787	2075
646	3792	2069
647	3798	2063
648	3804	2057
649	3809	2051
650	3814	2045
651	3820	2039
652	3825	2032
653	3831	2027
654	3837	2021
655	3842	2015
656	3848	2009
657	3853	2003
658	3858	1996
659	3865	1991
660	3870	1985
661	3876	1979
662	3883	1973
663	3888	1967
664	3894	1961
665	3900	1955
666	3905	1949
667	3911	1943
668	3916	1937
669	3922	1931
670	3927	1925
671	3933	1919
672	3938	1913
673	3944	1908
674	3950	1902
675	3956	1896
676	3961	1890
677	3967	1884
678	3972	1878
679	3978	1872
680	3984	1866
681	3989	1860
682	3995	1854
683	4001	1848
684	4006	1842
685	4012	1836
686	4018	1830
687	4023	1824
688	4029	1818
689	4035	1812
690	4041	1807
691	4047	1801
692	4052	1795
693	4058	1789
694	4064	1783
695	4069	1777
696	4075	1771
697	4082	1766
698	4088	1760
699	4094	1754
700	4099	1748
701	4105	1742
702	4110	1736
703	4116	1730
704	4122	1725
705	4128	1719
706	4134	1713
707	4140	1707
708	4145	1701
709	4150	1695
710	4155	1689
711	4160	1683
712	4165	1676
713	4170	1670
714	4175	1664
715	4180	1658
716	4185	1651
717	4190	1645
718	4195	1639
719	4201	1633
720	4205	1627
721	4210	1621
722	4216	1615
723	4221	1609
724	4226	1603
725	4231	1597
726	4236	1590
727	4241	1584
728	4246	1578
729	4252	1572
730	4257	1566
731	4262	1560
732	4268	1554
733	4275	1549
734	4280	1543
735	4286	1537
736	4291	1531
737	4297	1525
738	4303	1519
739	4308	1513
740	4313	1507
741	4319	1501
742	4325	1496
743	4330	1490
744	4336	1484
745	4342	1478
746	4348	1472
747	4353	1466
748	4359	1460
749	4364	1454
750	4369	1448
751	4375	1443
752	4381	1437
753	4386	1431
754	4391	1425
755	4396	1419
756	4402	1413
757	4408	1407
758	4414	1401
759	4419	1395
760	4424	1389
761	4430	1383
762	4435	1377
763	4441	1371
764	4446	1366
765	4451	1359
766	4457	1353
767	4462	1348
768	4468	1342
769	4474	1336
770	4480	1330
771	4486	1324
772	4491	1319
773	4497	1313
774	4502	1307
775	4508	1301
776	4513	1295
777	4519	1289
778	4525	1283
779	4531	1277
780	4536	1272
781	4542	1266
782	4547	1260
783	4553	1254
784	4559	1248
785	4564	1242
786	4569	1236
787	4575	1231
788	4580	1225
789	4586	1219
790	4591	1213
791	4597	1207
792	4603	1201
793	4608	1195
794	4614	1189
795	4619	1183
796	4625	1178
797	4630	1172
798	4635	1166
799	4641	1160
800	4647	1154
801	4653	1148
802	4658	1142
803	4664	1137
804	4671	1131
805	4676	1125
806	4682	1119
807	4687	1113
808	4693	1108
809	4698	1102
810	4704	1096
811	4709	1090
812	4715	1084
813	4720	1078
814	4726	1072
815	4731	1066
816	4737	1061
817	4742	1055
818	4748	1049
819	4754	1043
820	4760	1037
821	4766	1032
822	4772	1026
823	4778	1020
824	4784	1014
825	4789	1009
826	4795	1003
827	4802	997
828	4807	991
829	4813	985
830	4819	980
831	4824	974
832	4830	968
833	4835	962
834	4841	956
835	4847	950
836	4853	945
837	4859	939
838	4864	933
839	4870	927
840	4876	921
841	4881	916
842	4887	910
843	4893	904
844	4899	898
845	4905	892
846	4911	887
847	4917	881
848	4922	875
849	4928	869
850	4934	863
851	4940	858
852	4946	852
853	4953	846
854	4959	841
855	4965	835
856	4971	829
857	4977	823
858	4983	817
859	4989	812
860	4995	806
861	5001	800
862	5007	794
863	5014	789
864	5020	783
865	5025	777
866	5029	771
867	5034	765
868	5039	759
869	5044	753
870	5049	747
871	5055	742
872	5060	736
873	5065	730
874	5070	724
875	5076	718
876	5081	712
877	5087	706
878	5093	701
879	5099	695
880	5105	689
881	5112	683
882	5119	678
883	5126	672
884	5132	666
885	5138	661
886	5144	655
887	5151	649
888	5157	643
889	5162	638
890	5168	632
891	5175	626
892	5181	620
893	5186	614
894	5192	609
895	5197	603
896	5202	597
897	5207	591
898	5211	585
899	5217	579
900	5223	573
901	5229	568
902	5234	562
903	5239	556
904	5244	550
905	5250	544
906	5255	538
907	5261	533
908	5267	527
909	5272	521
910	5278	515
911	5283	509
912	5288	503
913	5294	498
914	5300	492
915	5305	486
916	5311	480
917	5316	474
918	5323	469
919	5329	463
920	5335	457
921	5339	451
922	5345	445
923	5351	440
924	5356	434
925	5362	428
926	5368	422
927	5373	416
928	5378	411
929	5384	405
930	5390	399
931	5395	393
932	5400	387
933	5406	382
934	5411	376
935	5417	370
936	5423	364
937	5428	358
938	5434	353
939	5440	347
940	5445	341
941	5452	335
942	5458	329
943	5464	324
944	5469	318
945	5474	312
946	5480	306
947	5486	300
948	5491	295
949	5497	289
950	5503	283
951	5509	277
952	5514	271
953	5519	266
954	5525	260
955	5530	254
956	5536	248
957	5542	242
958	5548	237
959	5554	231
960	5559	225
961	5565	219
962	5571	214
963	5577	208
964	5583	202
965	5589	196
966	5595	190
967	5601	185
968	5607	179
969	5613	173
970	5619	167
971	5625	162
972	5631	156
973	5636	150
974	5640	144
975	5645	138
976	5650	133
977	5655	127
978	5660	121
979	5665	115
980	5670	109
981	5675	104
982	5680	98
983	5685	92
984	5689	86
985	5694	80
986	5698	75
987	5703	69
988	5707	63
989	5712	57
990	5717	51
991	5721	46
992	5726	40
993	5731	34
994	5735	28
995	5740	23
996	5745	17
997	5750	11
998	5755	5
999	5760	0
